ID,Gender,Occupation,CompanySize,HouseHold,Experience,Transportation,Remote,RecommendRemote,RemotePreffered,Productivity,Age,Sector,CompanyAllowChoice,CompanyCommonRemote,CompanySupportRemote,WorkingHoursDiff,PersonalHoursDiff,DomesticHoursDiff,CommuteHoursDiff,BiggestChallenge,BiggestBenefit
1266,Female,Professional,200+,Other,Between 1 and 5 years,Metro,Hybrid,yes,Remote,Increased,40,Tertiary quinary,no,yes,no,0,100,-40,-40,Technical,Work-life balance
1267,Female,Manager,1-19,Couple,More than 5 years,Regional,Remote,yes,Remote,Same level,59,Tertiary quinary,yes,yes,yes,0,0,0,0,Technical,Job satisfaction
1268,Male,Other,1-19,Other,Between 6 and 12 months,Metro,Hybrid,hard to say,Hybrid,Increased,34,Secondary,hard to say,yes,yes,-37.5,-58.330000000000005,100,100,Technical,Work-life balance
1269,Male,Manager,200+,Couple+children,More than 5 years,Metro,Remote,yes,Remote,Increased,34,Tertiary quinary,yes,yes,yes,0,-66.67,100,100,Caring,Professional
1270,Male,Professional,200+,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Increased,54,Tertiary quinary,yes,yes,yes,0,20,0,0,Technical,Work-life balance
1271,Male,Professional,200+,Single,Between 1 and 5 years,Metro,Hybrid,hard to say,Hybrid,Increased,20,Tertiary quaternary,hard to say,hard to say,hard to say,25,0,-77.5,-77.5,Isolation,Relationships
1274,Male,Manager,200+,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Increased,59,Tertiary quaternary,yes,yes,yes,8.7,0,0,0,Technical,Work-life balance
1275,Female,Manager,1-19,Couple,More than 5 years,Metro,Almost onsite,hard to say,Onsite,Dropped,60,Tertiary quaternary,hard to say,no,yes,-14.29,0,0,0,Isolation,Professional
1276,Male,Other,200+,Couple,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Dropped,33,Tertiary quaternary,yes,yes,yes,11.110000000000001,0,0,0,Motivation,Professional
1277,Male,Professional,200+,Couple,More than 5 years,Regional,Remote,yes,Remote,Increased,64,Tertiary quaternary,yes,yes,yes,0,0,0,0,Technical,Work-life balance
1278,Female,Clerk,1-19,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Dropped,56,Tertiary quaternary,yes,yes,yes,0,25,0,0,Technical,Work-life balance
1279,Male,Professional,200+,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,36,Tertiary quinary,yes,yes,yes,-99.86,-25,0,0,Technical,Mental wellbeing
1280,Female,Professional,20-199,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,37,Tertiary quaternary,hard to say,yes,yes,0,100,100,100,Collaboration,Professional
1281,Male,Manager,200+,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,35,Tertiary quinary,yes,yes,yes,25,0,25,25,Technical,Relationships
1282,Female,Manager,1-19,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Same level,52,Tertiary quinary,hard to say,yes,hard to say,0,25,0,0,Technical,Work-life balance
1283,Female,Professional,20-199,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,30,Tertiary quaternary,yes,yes,yes,0,25,50,50,Caring,Job satisfaction
1284,Female,Other,20-199,Couple,More than 5 years,Regional,Hybrid,no,Hybrid,Increased,40,Secondary,no,no,no,50,0,33.33,33.33,Motivation,Professional
1285,Female,Clerk,1-19,Couple,Between 6 and 12 months,Metro,Remote,yes,Hybrid,Same level,65,Secondary,hard to say,yes,no,-6.67,0,0,0,Isolation,Work-life balance
1286,Male,Professional,200+,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,42,Tertiary quaternary,yes,yes,yes,5.88,20,0,0,Caring,Work-life balance
1287,Male,Manager,1-19,Couple+children,Between 1 and 5 years,Metro,Almost onsite,no,Almost onsite,Increased,56,Tertiary quinary,yes,no,yes,16.669999999999998,33.33,100,100,Impossible tasks,Professional
1288,Male,Professional,200+,Couple,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,62,Tertiary quinary,yes,yes,yes,33.33,-25,0,0,Caring,Professional
1289,Male,Other,1-19,Single,Between 1 and 5 years,Metro,Hybrid,hard to say,Hybrid,Same level,30,Tertiary quaternary,no,no,hard to say,0,0,0,0,Self management,Less expenses
1290,Female,Professional,20-199,Single,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Same level,36,Tertiary quaternary,yes,yes,yes,-25,-20,-50,-50,Technical,Work-life balance
1291,Male,Professional,20-199,Couple,More than 5 years,Metro,Remote,hard to say,Almost onsite,Same level,60,Primary and Other,hard to say,yes,hard to say,14.29,0,100,100,Collaboration,Work-life balance
1292,Female,Professional,200+,Couple,Between 1 and 5 years,Regional,Almost onsite,hard to say,Onsite,Same level,51,Tertiary quinary,no,yes,no,0,-50,0,0,Technical,Work-life balance
1293,Female,Clerk,20-199,Couple+children,More than 5 years,Metro,Hybrid,yes,Onsite,Same level,45,Tertiary quaternary,no,hard to say,no,0,33.33,0,0,Collaboration,Work-life balance
1294,Female,Clerk,200+,Single,More than 5 years,Metro,Remote,yes,Remote,Increased,63,Tertiary quaternary,yes,yes,yes,0,0,0,0,Technical,Professional
1295,Female,Clerk,20-199,Couple,Between 6 and 12 months,Metro,Hybrid,hard to say,Hybrid,Dropped,32,Tertiary quaternary,yes,yes,yes,0,25,33.33,33.33,Motivation,Less expenses
1296,Male,Manager,20-199,Other,More than 5 years,Metro,Hybrid,yes,Hybrid,Dropped,32,Primary and Other,hard to say,yes,no,33.33,100,100,100,Technical,Job satisfaction
1297,Female,Manager,20-199,Couple,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,29,Secondary,yes,yes,yes,50,66.67,0,0,Technical,Professional
1298,Female,Other,200+,Single,More than 5 years,Metro,Almost onsite,yes,Hybrid,Increased,50,Tertiary quinary,no,yes,no,0,0,100,100,Company's policy,Job satisfaction
1301,Male,Professional,200+,Couple+children,More than 5 years,Regional,Hybrid,yes,Hybrid,Same level,59,Tertiary quinary,yes,yes,yes,0,-12.5,100,100,Technical,Less expenses
1302,Male,Professional,200+,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Same level,48,Tertiary quaternary,yes,yes,yes,-50,100,100,100,Collaboration,Work-life balance
1304,Male,Professional,20-199,Couple,Between 1 and 5 years,Metro,Hybrid,hard to say,Hybrid,Dropped,30,Tertiary quinary,no,no,hard to say,0,0,0,0,Collaboration,Mental wellbeing
1305,Male,Other,1-19,Other,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,26,Tertiary quinary,no,hard to say,no,-10,-16.669999999999998,0,0,Impossible tasks,Professional
1307,Female,Other,1-19,Couple,More than 5 years,Regional,Remote,yes,Hybrid,Increased,62,Tertiary quinary,yes,yes,hard to say,0,50,0,0,Technical,Mental wellbeing
1308,Female,Clerk,20-199,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,48,Tertiary quinary,yes,yes,yes,-14.29,16.669999999999998,0,0,Impossible tasks,Relationships
1309,Female,Professional,1-19,Other,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,36,Tertiary quaternary,yes,yes,yes,18.75,0,50,50,Technical,Professional
1310,Female,Professional,1-19,Couple+children,More than 5 years,Regional,Hybrid,yes,Remote,Same level,53,Tertiary quinary,no,yes,yes,0,0,0,0,Technical,Work-life balance
1311,Male,Manager,20-199,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,43,Tertiary quaternary,yes,hard to say,yes,0,75,0,0,Company's policy,Work-life balance
1312,Female,Other,200+,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Remote,Increased,25,Tertiary quinary,no,yes,no,0,25,0,0,Working conditions,Less expenses
1313,Male,Professional,1-19,Couple+children,More than 5 years,Regional,Remote,yes,Hybrid,Increased,57,Tertiary quaternary,yes,yes,yes,50,-50,0,0,Motivation,Professional
1315,Male,Manager,20-199,Couple+children,More than 5 years,Regional,Hybrid,yes,Hybrid,Increased,30,Secondary,hard to say,yes,yes,11.110000000000001,0,33.33,33.33,Isolation,Less expenses
1316,Male,Manager,1-19,Other,Between 6 and 12 months,Metro,Hybrid,yes,Hybrid,Same level,22,Secondary,yes,yes,yes,100,0,-50,-50,Collaboration,Relationships
1317,Male,Professional,20-199,Couple+children,More than 5 years,Metro,Remote,hard to say,Hybrid,Same level,48,Tertiary quaternary,hard to say,yes,yes,0,50,33.33,33.33,Caring,Work-life balance
1318,Male,Professional,200+,Single,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,31,Tertiary quinary,yes,yes,yes,12.5,0,0,0,Isolation,Work-life balance
1319,Male,Professional,200+,Couple+children,Between 6 and 12 months,Metro,Remote,yes,Hybrid,Same level,50,Tertiary quinary,yes,yes,yes,12.5,0,0,0,Motivation,Work-life balance
1320,Female,Manager,200+,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,51,Tertiary quinary,yes,yes,yes,0,33.33,0,0,Isolation,Work-life balance
1322,Female,Manager,20-199,Couple+children,Between 1 and 5 years,Regional,Almost onsite,no,Almost onsite,Dropped,31,Tertiary quinary,yes,hard to say,hard to say,0,0,0,0,Company's policy,Job satisfaction
1325,Female,Manager,1-19,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Remote,Same level,48,Tertiary quaternary,hard to say,yes,hard to say,0,0,100,100,Technical,Work-life balance
1326,Female,Manager,200+,Couple+children,More than 5 years,Regional,Remote,yes,Hybrid,Increased,46,Tertiary quinary,yes,yes,yes,50,100,100,100,Technical,Work-life balance
1327,Male,Manager,20-199,Single,Between 6 and 12 months,Metro,Hybrid,yes,Hybrid,Increased,25,Tertiary quinary,yes,yes,hard to say,0,66.67,33.33,33.33,Impossible tasks,Work-life balance
1328,Male,Manager,1-19,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,30,Tertiary quaternary,yes,yes,hard to say,100,-50,0,0,Motivation,Mental wellbeing
1332,Male,Professional,1-19,Couple+children,More than 5 years,Regional,Remote,yes,Hybrid,Increased,41,Tertiary quaternary,yes,yes,hard to say,12.5,50,0,0,Technical,Work-life balance
1333,Male,Manager,200+,Other,Between 6 and 12 months,Metro,Remote,hard to say,Hybrid,Dropped,28,Tertiary quinary,yes,yes,no,-12.5,100,100,100,Motivation,Professional
1334,Male,Manager,20-199,Single,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,25,Tertiary quaternary,yes,yes,yes,11.110000000000001,0,0,0,Technical,Professional
1335,Male,Manager,200+,Couple+children,Between 1 and 5 years,Regional,Remote,yes,Remote,Increased,46,Tertiary quaternary,no,yes,hard to say,25,100,50,50,Self management,Work-life balance
1336,Female,Professional,200+,Couple,More than 5 years,Metro,Remote,yes,Remote,Increased,60,Tertiary quaternary,yes,yes,yes,14.29,100,0,0,Technical,Work-life balance
1337,Female,Professional,200+,Couple,Between 6 and 12 months,Metro,Remote,yes,Remote,Increased,31,Tertiary quaternary,hard to say,yes,yes,0,0,0,0,Technical,Job satisfaction
1339,Female,Professional,200+,Couple,Between 1 and 5 years,Metro,Remote,yes,Remote,Increased,39,Secondary,hard to say,yes,hard to say,0,0,0,0,Technical,Work-life balance
1341,Male,Manager,200+,Couple,More than 5 years,Regional,Hybrid,yes,Hybrid,Increased,33,Tertiary quinary,yes,no,yes,0,100,100,100,Technical,Less expenses
1342,Male,Other,1-19,Other,Between 1 and 5 years,Regional,Almost onsite,hard to say,Onsite,Dropped,27,Tertiary quaternary,yes,yes,yes,-14.29,100,100,100,Technical,Work-life balance
1345,Female,Professional,20-199,Couple+children,Between 1 and 5 years,Metro,Almost onsite,yes,Hybrid,Increased,44,Tertiary quinary,hard to say,hard to say,hard to say,0,0,0,0,Caring,Professional
1346,Female,Clerk,200+,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Dropped,24,Tertiary quinary,no,yes,no,0,0,100,100,Technical,Work-life balance
1347,Male,Manager,200+,Couple+children,Between 1 and 5 years,Regional,Remote,yes,Remote,Increased,46,Tertiary quaternary,no,yes,yes,14.29,100,0,0,Technical,Less expenses
1348,Male,Professional,200+,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,51,Tertiary quinary,yes,yes,yes,0,0,66.67,66.67,Collaboration,Work-life balance
1350,Female,Manager,20-199,Couple,Between 6 and 12 months,Metro,Hybrid,yes,Hybrid,Increased,30,Tertiary quaternary,yes,yes,yes,20,33.33,-50,-50,Motivation,Professional
1351,Male,Manager,20-199,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,56,Primary and Other,yes,yes,yes,0,33.33,100,100,Collaboration,Work-life balance
1352,Female,Manager,200+,Couple,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Dropped,22,Tertiary quinary,yes,yes,yes,0,60,0,0,Technical,Work-life balance
1355,Female,Manager,20-199,Single,More than 5 years,Regional,Hybrid,yes,Hybrid,Increased,28,Tertiary quinary,no,yes,no,-54.55,100,100,100,Self management,Work-life balance
1357,Female,Clerk,1-19,Couple,More than 5 years,Regional,Remote,yes,Hybrid,Same level,60,Tertiary quinary,yes,yes,yes,0,0,0,0,Working conditions,Job satisfaction
1359,Female,Clerk,1-19,Couple,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,45,Tertiary quinary,yes,hard to say,hard to say,0,60,100,100,Caring,Less expenses
1360,Male,Manager,200+,Couple+children,Between 1 and 5 years,Metro,Hybrid,hard to say,Hybrid,Increased,49,Tertiary quinary,yes,yes,yes,0,0,0,0,Working conditions,Work-life balance
1361,Male,Professional,20-199,Couple,Between 6 and 12 months,Regional,Hybrid,yes,Hybrid,Increased,64,Tertiary quinary,hard to say,yes,hard to say,0,100,-16.98,-16.98,Self management,Mental wellbeing
1362,Female,Clerk,200+,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Same level,56,Tertiary quinary,yes,yes,yes,0,-33.33,100,100,Motivation,Work-life balance
1363,Female,Clerk,200+,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Increased,44,Tertiary quinary,yes,yes,yes,-12.5,-50,-33.33,-33.33,Motivation,Professional
1364,Female,Clerk,1-19,Couple,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Same level,32,Tertiary quaternary,hard to say,hard to say,hard to say,0,-14.29,100,100,Collaboration,Professional
1365,Female,Professional,20-199,Couple+children,Between 6 and 12 months,Metro,Hybrid,yes,Hybrid,Increased,33,Tertiary quinary,yes,hard to say,yes,0,100,0,0,Technical,Professional
1366,Female,Other,1-19,Single,More than 5 years,Metro,Remote,yes,Remote,Increased,51,Tertiary quinary,hard to say,yes,hard to say,0,-54.55,100,100,Technical,Work-life balance
1367,Female,Professional,20-199,Couple+children,Between 6 and 12 months,Metro,Hybrid,yes,Hybrid,Increased,33,Tertiary quinary,yes,yes,yes,0,0,0,0,Motivation,Relationships
1368,Female,Professional,200+,Other,Between 1 and 5 years,Metro,Remote,yes,Remote,Increased,24,Primary and Other,yes,yes,yes,18.75,66.67,66.67,66.67,Technical,Professional
1369,Female,Clerk,200+,Single,Between 1 and 5 years,Metro,Almost onsite,hard to say,Onsite,Increased,63,Primary and Other,yes,yes,yes,0,50,0,0,Isolation,Professional
1370,Male,Other,20-199,Single,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Same level,42,Tertiary quinary,yes,yes,yes,0,66.67,66.67,66.67,Self management,Less expenses
1371,Female,Professional,1-19,Other,Between 6 and 12 months,Metro,Remote,hard to say,Hybrid,Same level,39,Primary and Other,yes,yes,hard to say,0,100,100,100,Technical,Less expenses
1372,Male,Manager,1-19,Couple,Between 1 and 5 years,Metro,Hybrid,yes,No answer,Same level,61,Tertiary quinary,no,hard to say,hard to say,16.669999999999998,20,33.33,33.33,Collaboration,Professional
1373,Male,Manager,1-19,Couple+children,More than 5 years,Metro,Hybrid,yes,No answer,Increased,56,Secondary,yes,yes,yes,75,-50,100,100,Technical,Work-life balance
1374,Female,Professional,200+,Single,More than 5 years,Metro,Hybrid,yes,No answer,Increased,60,Tertiary quinary,no,no,no,0,100,0,0,Self management,Mental wellbeing
1375,Female,Manager,200+,Other,More than 5 years,Metro,Hybrid,yes,No answer,Same level,57,Tertiary quinary,no,no,no,-33.33,25,100,100,Company's policy,Mental wellbeing
1376,Female,Manager,200+,Other,Between 1 and 5 years,Metro,Hybrid,yes,No answer,Increased,48,Tertiary quinary,yes,yes,yes,-50,100,0,0,Technical,Professional
1379,Female,Manager,20-199,Couple,Between 1 and 5 years,Metro,Remote,yes,No answer,Increased,56,Tertiary quaternary,hard to say,yes,hard to say,22.220000000000002,0,0,0,Technical,Professional
1381,Female,Clerk,20-199,Other,More than 5 years,Regional,Remote,yes,No answer,Increased,43,Secondary,hard to say,yes,no,23.080000000000002,0,100,100,Impossible tasks,Professional
1382,Male,Professional,20-199,Single,Between 1 and 5 years,Metro,Hybrid,no,No answer,Same level,43,Tertiary quaternary,yes,yes,no,6.25,100,0,0,Working conditions,Professional
1383,Male,Manager,20-199,Couple,Between 1 and 5 years,Metro,Hybrid,yes,No answer,Increased,38,Secondary,yes,yes,yes,0,0,0,0,Caring,Work-life balance
1385,Female,Manager,1-19,Couple,More than 5 years,Regional,Hybrid,yes,No answer,Increased,63,Tertiary quinary,hard to say,no,hard to say,0,0,100,100,Collaboration,Work-life balance
1386,Male,Manager,20-199,Single,Between 1 and 5 years,Metro,Hybrid,no,No answer,Same level,26,Tertiary quaternary,yes,hard to say,hard to say,0,0,0,0,Motivation,Work-life balance
1387,Male,Professional,1-19,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,No answer,Same level,63,Tertiary quaternary,no,yes,yes,0,0,0,0,Isolation,Professional
1388,Female,Professional,1-19,Couple,More than 5 years,Regional,Almost onsite,yes,No answer,Same level,64,Tertiary quinary,no,no,yes,-25,0,0,0,Motivation,Professional
1389,Female,Clerk,20-199,Single,Between 6 and 12 months,Regional,Hybrid,hard to say,No answer,Increased,59,Primary and Other,yes,no,hard to say,14.29,20,100,100,Technical,Work-life balance
1391,Male,Professional,20-199,Couple+children,More than 5 years,Metro,Hybrid,yes,No answer,Same level,36,Tertiary quaternary,yes,yes,yes,0,100,100,100,Working conditions,Mental wellbeing
1393,Male,Manager,20-199,Couple,More than 5 years,Metro,Almost onsite,no,No answer,Dropped,49,Tertiary quaternary,yes,no,yes,12.5,50,0,0,Collaboration,Professional
1394,Male,Professional,200+,Couple+children,More than 5 years,Metro,Remote,yes,No answer,Increased,41,Tertiary quaternary,yes,yes,yes,33.33,-25,50,50,Working conditions,Professional
1395,Female,Professional,200+,Couple+children,More than 5 years,Metro,Remote,yes,No answer,Same level,42,Tertiary quaternary,yes,yes,yes,12.5,20,0,0,Isolation,Professional
1396,Female,Clerk,200+,Couple,Between 1 and 5 years,Regional,Remote,yes,No answer,Increased,59,Tertiary quaternary,yes,yes,yes,20,-50,0,0,Technical,Professional
1397,Female,Professional,200+,Other,Between 1 and 5 years,Metro,Remote,yes,No answer,Same level,25,Tertiary quinary,yes,yes,yes,0,20,100,100,Collaboration,Professional
1398,Female,Manager,1-19,Couple,More than 5 years,Metro,Remote,yes,No answer,Same level,62,Tertiary quinary,yes,yes,yes,0,-20,100,100,Collaboration,Work-life balance
1399,Male,Professional,200+,Single,Between 1 and 5 years,Metro,Almost onsite,yes,No answer,Same level,43,Primary and Other,yes,yes,yes,6.67,100,100,100,Technical,Work-life balance
1400,Female,Professional,200+,Couple+children,More than 5 years,Metro,Remote,yes,No answer,Increased,33,Tertiary quaternary,hard to say,yes,no,42.86,20,60,60,Collaboration,Work-life balance
1401,Male,Professional,1-19,Single,More than 5 years,Regional,Almost onsite,hard to say,No answer,Same level,48,Tertiary quinary,no,hard to say,no,40,-60,-60,-60,Technical,Relationships
1402,Female,Professional,20-199,Other,More than 5 years,Metro,Hybrid,no,No answer,Dropped,64,Tertiary quinary,no,no,yes,-33.33,0,0,0,Isolation,Professional
1403,Male,Professional,200+,Couple+children,More than 5 years,Metro,Hybrid,yes,No answer,Same level,51,Secondary,yes,yes,hard to say,3.16,30,0,0,Motivation,Professional
1405,Male,Other,1-19,Couple,More than 5 years,Metro,Hybrid,yes,No answer,Increased,63,Primary and Other,no,no,hard to say,-12.5,-25,50,50,Impossible tasks,Work-life balance
